expid,peakid,myear,mseason,sex,status,citizen_clean,occupation_raw_clean,age_raw
TKPO84301,TKPO,1964,Autumn,M,Climber,USA,unknown,10.0
TLNG20301,TLNG,1984,Autumn,M,Leader,UK,unknown,119.0
TRIP93301,TRIP,1970,Autumn,M,Climber,France,technician,11.0
TRIP93301,TRIP,1970,Autumn,M,Climber,Spain,factory worker,8.0
TSOK95301,TSOK,1965,Autumn,M,Leader,USA,ophthalmologist,9.0
TSOK95301,TSOK,1965,Autumn,M,Climber,UK,physicist,-1.0
TSOK95301,TSOK,1965,Autumn,M,Climber,USA,physician,11.0
TSOK95301,TSOK,1965,Autumn,M,Climber,USA,student,-6.0
TSOK95301,TSOK,1965,Autumn,M,H-A Worker,Nepal,unknown,5.0
TSOK95301,TSOK,1965,Autumn,M,H-A Worker,Nepal,unknown,-1.0
TSOK95301,TSOK,1965,Autumn,M,H-A Worker,Nepal,unknown,-3.0
TUKU91301,TUKU,1954,Autumn,M,Climber,France,municipality staffer,7.0
TUKU92301,TUKU,1954,Autumn,M,Climber,UK,education advisor for outdoor activities,6.0
TUKU97301,TUKU,1957,Autumn,M,H-A Worker,Nepal,unknown,-1.0
TUKU97301,TUKU,1957,Autumn,M,H-A Worker,Nepal,unknown,-16.0
TUKU97101,TUKU,1984,Spring,M,Climber,Australia,army captain,12.0
TUKU97101,TUKU,1984,Spring,M,Climber,Australia,army lieutenant,11.0
URKM99101,URKM,1969,Spring,M,Leader,France,alpine guide,10.0
YALU87301,YALU,1954,Autumn,M,H-A Worker,Nepal,alpine guide,-6.0
YALU81102,YALU,1964,Spring,M,Climber,Japan,driver and office worker in a transport company,10.0
YALU81102,YALU,1964,Spring,M,Climber,Japan,electronics engineer,10.0
YALU81102,YALU,1964,Spring,M,Climber,Japan,civil engineer,9.0
YALU81102,YALU,1964,Spring,M,Climber,Japan,construction worker,9.0
YALU81102,YALU,1964,Spring,M,Climber,Japan,salesman in mountaineering-equipment shop,11.0
YAUP89301,YAUP,1962,Autumn,M,Co-Leader,UK,alpine guide,2.0
YAUP89301,YAUP,1963,Autumn,M,Co-Leader,UK,writer,0.0
YAUP89301,YAUP,1963,Autumn,M,Climber,USA,joiner,3.0
