expid,peakid,myear,mseason,sex,status,citizen_clean,occupation_raw_clean,age_raw
KANG00301,KANG,1971,Autumn,M,Leader,Czech Republic,unknown,7.0
KANG00301,KANG,1971,Autumn,F,Climber,Czech Republic,university teacher of sports,0.0
KANG00107,KANG,1974,Spring,M,Sirdar,Nepal,unknown,2.0
KANG87102,KANG,1974,Spring,M,Climber,Nepal,havildar assam rifles,11.0
KANG99101,KANG,1974,Spring,M,Climber,S Korea,farmer,7.0
KANG99101,KANG,1974,Spring,M,Climber,S Korea,tour guide,6.0
KANG99101,KANG,1974,Spring,M,Climber,S Korea,owner of bankrupt animal-feed company,10.0
KANG99101,KANG,1974,Spring,M,Climber,S Korea,civil engineering student,-1.0
KANG99101,KANG,1974,Spring,M,Climber,S Korea,civil engineering student,-1.0
KANG00102,KANG,1975,Spring,M,Climber,India,policeman,12.0
KANG00102,KANG,1975,Spring,M,Climber,India,policeman,6.0
KANG00102,KANG,1975,Spring,M,Climber,India,government servant,7.0
KANG00102,KANG,1975,Spring,M,Climber,India,police officer,9.0
KANG00102,KANG,1975,Spring,M,Climber,India,police officer,2.0
KANG00102,KANG,1975,Spring,F,Climber,India,policewoman,7.0
KANG00102,KANG,1975,Spring,M,Climber,India,police,5.0
KANG00102,KANG,1975,Spring,M,Climber,India,police,7.0
KANG00102,KANG,1975,Spring,M,Climber,India,unknown,4.0
KANG00102,KANG,1975,Spring,M,Climber,India,unknown,5.0
KANG00102,KANG,1975,Spring,M,Climber,India,unknown,10.0
KANG00102,KANG,1975,Spring,M,Climber,India,unknown,10.0
KANG00102,KANG,1975,Spring,M,Climber,India,itbp subinspector,10.0
KANG00102,KANG,1975,Spring,M,Climber,India,unknown,8.0
KANG00102,KANG,1975,Spring,M,H-A Worker,Nepal,unknown,3.0
KANG00102,KANG,1975,Spring,M,H-A Worker,Nepal,unknown,3.0
KANG00103,KANG,1975,Spring,F,Climber,Switzerland,alpine guide wineyard worker,11.0
KANG00104,KANG,1975,Spring,F,Climber,Austria,sales manager,8.0
KANG00106,KANG,1975,Spring,M,Climber,UK,army staff,7.0
KANG00106,KANG,1975,Spring,M,Climber,UK,marine captain,2.0
KANG00106,KANG,1975,Spring,M,Climber,UK,air force chief technician,12.0
KANG00106,KANG,1975,Spring,M,Climber,UK,unknown,11.0
KANG00106,KANG,1975,Spring,M,Climber,UK,army sergeant,10.0
KANG00106,KANG,1975,Spring,M,Climber,UK,unknown,6.0
KANG00106,KANG,1975,Spring,M,Climber,UK,sergeant in army engineers,5.0
KANG00106,KANG,1975,Spring,M,Climber,UK,major in army s higlanders regiment,12.0
KANG00106,KANG,1975,Spring,M,Climber,UK,physical training instructor in royal marines colour sergeant,11.0
KANG00106,KANG,1975,Spring,M,Climber,UK,marine sergeant,1.0
KANG00106,KANG,1975,Spring,M,Climber,UK,air force corporal,7.0
KANG00107,KANG,1975,Spring,M,Climber,S Korea,unknown,9.0
KANG00107,KANG,1975,Spring,M,Climber,S Korea,alpine ski instructor,6.0
KANG00107,KANG,1975,Spring,M,Climber,S Korea,alpine instructor,8.0
KANG30101,KANG,1979,Spring,F,Secretary,Germany,unknown,87.0
KANG30101,KANG,1979,Spring,M,Deputy Leader,Switzerland,cartographer,92.0
KANG99101,KANG,1980,Spring,M,H-A Worker,Nepal,unknown,11.0
KANG99301,KANG,1980,Autumn,M,Climber,S Korea,automotive parts importer,12.0
KANG99301,KANG,1980,Autumn,M,Climber,S Korea,iron and stell products salesman,12.0
KANG99301,KANG,1980,Autumn,M,Climber,S Korea,unemployed,12.0
KANG99301,KANG,1980,Autumn,M,Climber,S Korea,tour guide,10.0
KANG91101,KANG,1981,Spring,M,Climber,Japan,surveying equipment salesman,11.0
KANG91101,KANG,1981,Spring,F,Climber,India,up government village development officer,12.0
KANG05201,KANG,1984,Summer,M,Leader,UK,unknown,109.0
KANG10101,KANG,1984,Spring,M,Leader,UK,unknown,116.0
KANG20301,KANG,1984,Autumn,M,Leader,UK,unknown,119.0
KANG25101,KANG,1984,Spring,M,Leader,Greece,photographer geologist,90.0
KANG29201,KANG,1984,Summer,M,Leader,Germany,notary,88.0
KANG30101,KANG,1984,Spring,M,Leader,Germany,unknown,98.0
KANG31201,KANG,1984,Summer,M,Leader,Germany,unknown,88.0
KANS78101,KANS,1954,Spring,F,Member,USA,teacher,2.0
KANS78101,KANS,1954,Spring,F,Member,Poland,student,-3.0
KANS78101,KANS,1961,Spring,M,Climber,USA,construction worker,9.0
KANS78101,KANS,1961,Spring,M,Climber,USA,student,8.0
KANT98301,KANT,1958,Autumn,M,H-A Worker,Nepal,unknown,-3.0
KANT98301,KANT,1958,Autumn,M,H-A Worker,Nepal,unknown,-12.0
KANT98301,KANT,1958,Autumn,M,H-A Worker,Nepal,unknown,-8.0
KANT98301,KANT,1958,Autumn,M,H-A Worker,Nepal,unknown,-2.0
KCHS84301,KCHS,1939,Autumn,M,Leader,Yugoslavia,electrician,-16.0
KCHS84302,KCHS,1939,Autumn,M,Leader,UK,just finished studies in biology physical education,-17.0
KGUR00301,KGUR,1971,Autumn,F,Climber,France,diving instructor,8.0
KGUR00301,KGUR,1971,Autumn,M,Climber,France,information technology engineer,5.0
KGUR00301,KGUR,1971,Autumn,F,Climber,France,engineer working in bank,4.0
KGUR00301,KGUR,1971,Autumn,M,Climber,France,diver,10.0
KGUR99302,KGUR,1979,Autumn,M,H-A Worker,Nepal,unknown,8.0
KGUR99302,KGUR,1979,Autumn,M,H-A Worker,Nepal,unknown,9.0
KGUR99302,KGUR,1980,Autumn,M,Climber,France,alpine guide,11.0
KGUR91301,KGUR,1981,Autumn,M,H-A Worker,Nepal,unknown,9.0
KGUR50201,KGUR,1984,Summer,M,Leader,UK,unknown,86.0
KHUM79101,KHUM,1964,Spring,M,Climber,Yugoslavia,machinist,9.0
KIRA95301,KIRA,1959,Autumn,M,Climber,Germany,technician,-4.0
KIRA95301,KIRA,1959,Autumn,M,Climber,Germany,student,-9.0
KIRA95301,KIRA,1959,Autumn,M,Climber,Germany,student,-9.0
KIRA95301,KIRA,1959,Autumn,M,Climber,Germany,physicist,-7.0
KIRA95301,KIRA,1959,Autumn,M,Climber,Germany,construction worker,-8.0
KIRA95301,KIRA,1959,Autumn,M,Climber,Germany,student,-7.0
KIRA95301,KIRA,1959,Autumn,M,Climber,Germany,student,-9.0
KIRA00301,KIRA,1970,Autumn,M,Climber,Slovenia,architecture student,-4.0
KIRA00301,KIRA,1970,Autumn,M,Climber,Slovenia,sports student,-5.0
KIRA10101,KIRA,1984,Spring,M,Leader,UK,unknown,116.0
KIRA36201,KIRA,1984,Summer,M,Leader,Germany,unknown,88.0
KIRA37101,KIRA,1984,Spring,M,Leader,Switzerland,unknown,91.0
KIRA39101,KIRA,1984,Spring,M,Leader,Switzerland,unknown,91.0
KJRS99301,KJRS,1980,Autumn,M,Climber,UK,anthropology student,8.0
KJRS99301,KJRS,1980,Autumn,M,Exp Doctor,UK,dental surgeon,9.0
KJRS99301,KJRS,1980,Autumn,M,Climber,UK,management consultant,6.0
KJRS99301,KJRS,1980,Autumn,M,Climber,UK,physiotherapist,11.0
KJRS99301,KJRS,1980,Autumn,M,Deputy Leader,UK,civil engineer,10.0
KJRS99301,KJRS,1980,Autumn,F,Climber,UK,environmental economist,10.0
KJRS99301,KJRS,1980,Autumn,F,Climber,UK,nurse,9.0
KJRS99301,KJRS,1980,Autumn,M,Climber,UK,journalist,6.0
KJRS99301,KJRS,1980,Autumn,M,Leader,UK,industrial engineer,9.0
KOTA93302,KOTA,1963,Autumn,M,Leader,India,major indian army,3.0
KOTA93302,KOTA,1963,Autumn,M,Support,India,unknown,4.0
KTEG00301,KTEG,1971,Autumn,M,Climber,Australia,police officer,-2.0
KTEG00301,KTEG,1971,Autumn,M,Climber,Australia,manager of printing supply firm,8.0
KTEG00301,KTEG,1971,Autumn,M,Leader,Australia,lecturer,12.0
KTEG00301,KTEG,1971,Autumn,M,Climber,Australia,store manager,3.0
KTEG00101,KTEG,1975,Spring,M,Leader,Russia,alpinist,11.0
KTEG00101,KTEG,1975,Spring,F,Climber,Russia,couturier,11.0
KTEG98302,KTEG,1982,Autumn,M,Climber,Italy,sports equipment salesman,10.0
KTEG98302,KTEG,1982,Autumn,F,Climber,Italy,woodcarving painter,10.0
KTEG98302,KTEG,1982,Autumn,M,Climber,Italy,alpine guide,12.0
KTEG98301,KTEG,1983,Autumn,M,Climber,France,training to be alpine guide,10.0
KTEG98301,KTEG,1983,Autumn,M,Climber,France,student,8.0
KTEG98301,KTEG,1983,Autumn,M,Climber,France,student,9.0
KTEG98301,KTEG,1983,Autumn,M,Climber,France,training to be alpine guide,7.0
KTEG98301,KTEG,1983,Autumn,M,Climber,France,student,4.0
KTOK96301,KTOK,1964,Autumn,M,Climber,France,alpine guide,1.0
KTOK96301,KTOK,1964,Autumn,M,Climber,France,ski instructor,6.0
KTOK99201,KTOK,1969,Summer,M,Climber,Japan,motorcyle rider,9.0
KUSU85102,KUSU,1964,Spring,M,Climber,USA,unknown,7.0
KUSU98101,KUSU,1981,Spring,M,Climber,Japan,mountain porter,12.0
KWAN91301,KWAN,1953,Autumn,M,Co-Leader,UK,alpine guide,-12.0
KWAN91301,KWAN,1953,Autumn,M,Co-Leader,UK,unknown,-11.0
KWAN95301,KWAN,1960,Autumn,M,Climber,France,alpine guide,-11.0
KWAN95301,KWAN,1960,Autumn,M,Leader,France,unknown,-1.0
KWAN95301,KWAN,1960,Autumn,M,Climber,France,alpine guide,-10.0
KWAN95301,KWAN,1960,Autumn,M,Climber,France,alpine guide,-10.0
LANG94401,LANG,1955,Winter,M,H-A Worker,Nepal,unknown,-9.0
LANG91302,LANG,1970,Autumn,M,Climber,UK,solicitor,8.0
LANG99301,LANG,1980,Autumn,M,Climber,Spain,electrician,10.0
LANG99301,LANG,1980,Autumn,M,Climber,Spain,office worker,6.0
LANG99302,LANG,1980,Autumn,M,Climber,Switzerland,electrical engineer alpine guide,9.0
LANG99302,LANG,1980,Autumn,M,Climber,Switzerland,carpenter,10.0
LANG49201,LANG,1984,Summer,M,Leader,UK,unknown,86.0
LANR71301,LANR,1925,Autumn,M,Climber,Japan,unknown,-21.0
LANR71301,LANR,1929,Autumn,M,Leader,Japan,unknown,-21.0
LANR71301,LANR,1929,Autumn,M,Climber,Japan,unknown,-11.0
LEON93301,LEON,1953,Autumn,M,Co-Leader,Spain,unknown,-17.0
LHOT79101,LHOT,1954,Spring,M,H-A Worker,Nepal,unknown,4.0
LHOT90101,LHOT,1954,Spring,M,Climber,USA,alpine guide film technician,-3.0
LHOT90101,LHOT,1954,Spring,M,Climber,USA,ski instructor,-4.0
LHOT96101,LHOT,1955,Spring,M,Climber,UK,photo lab manager,-7.0
LHOT96101,LHOT,1955,Spring,M,Climber,New Zealand,computer programmer,-9.0
LHOT97301,LHOT,1955,Autumn,M,H-A Worker,Nepal,unknown,-7.0
LHOT99103,LHOT,1959,Spring,M,H-A Worker,Nepal,unknown,-11.0
LHOT00303,LHOT,1970,Autumn,M,Climber,Russia,rescuer,5.0
LHOT00303,LHOT,1970,Autumn,M,Deputy Leader,Russia,rescuer,6.0
LHOT00303,LHOT,1970,Autumn,M,Climber,Russia,rescuer,5.0
LHOT00303,LHOT,1970,Autumn,M,Climber,Russia,rescuer,2.0
LHOT00303,LHOT,1970,Autumn,M,Climber,Russia,rescuer,3.0
LHOT00303,LHOT,1970,Autumn,M,Climber,Russia,rescuer,7.0
LHOT00303,LHOT,1970,Autumn,M,Climber,Russia,rescuer,4.0
LHOT00303,LHOT,1970,Autumn,M,Climber,Ukraine,rescuer,9.0
LHOT00303,LHOT,1970,Autumn,M,Climber,Ukraine,rescuer,4.0
LHOT00303,LHOT,1970,Autumn,M,BC Manager,Russia,rescuer,-3.0
LHOT00303,LHOT,1970,Autumn,M,Climber,Russia,rescuer,8.0
LHOT00303,LHOT,1970,Autumn,M,Climber,Russia,rescuer,-3.0
LHOT00303,LHOT,1970,Autumn,M,Exp Doctor,Russia,rescuer cameraman,6.0
LHOT00303,LHOT,1970,Autumn,M,Climber,Russia,rescuer,3.0
LHOT00303,LHOT,1970,Autumn,M,Climber,Russia,rescuer,0.0
LHOT00303,LHOT,1970,Autumn,M,Climber,Russia,rescuer,12.0
LHOT00304,LHOT,1970,Autumn,M,Leader,S Korea,building contractor,8.0
LHOT00304,LHOT,1970,Autumn,M,Climber,S Korea,student,-6.0
LHOT00304,LHOT,1970,Autumn,M,Climber,S Korea,student,-5.0
LHOT00301,LHOT,1971,Autumn,M,Leader,Spain,professional alpinist,6.0
LHOT00302,LHOT,1971,Autumn,M,Climber,S Korea,hyundai office worker,4.0
LHOT00302,LHOT,1971,Autumn,M,Climber,S Korea,hyundai office worker,6.0
LHOT00302,LHOT,1971,Autumn,M,Climber,S Korea,hyundai office worker,0.0
LHOT00302,LHOT,1971,Autumn,M,Climber,S Korea,hyundai office worker,-4.0
LHOT00302,LHOT,1971,Autumn,M,Climber,S Korea,hyundai office worker,-4.0
LHOT00302,LHOT,1971,Autumn,M,Climber,S Korea,hyundai office worker,3.0
LHOT00103,LHOT,1974,Spring,M,H-A Worker,Nepal,unknown,11.0
LHOT00105,LHOT,1974,Spring,M,Exp Doctor (Ev & Lhotse),Canada,physician,5.0
LHOT00105,LHOT,1974,Spring,M,Climber,Canada,physician,8.0
LHOT00107,LHOT,1974,Spring,M,Climber,USA,photography director,7.0
LHOT00107,LHOT,1974,Spring,M,Climber,USA,businessman film industry,11.0
LHOT00107,LHOT,1974,Spring,M,Climber,Canada,environmental/technology consultant,2.0
LHOT00101,LHOT,1975,Spring,M,Climber,Slovenia,electrician,9.0
LHOT00101,LHOT,1975,Spring,M,Climber,Slovenia,electrician,-2.0
LHOT00101,LHOT,1975,Spring,M,Climber,Slovenia,electrician,9.0
LHOT00101,LHOT,1975,Spring,M,Climber,Slovenia,mechanic,8.0
LHOT00101,LHOT,1975,Spring,M,Climber,Croatia,student,-1.0
LHOT00101,LHOT,1975,Spring,M,Leader,Slovenia,computer technician,8.0
LHOT00103,LHOT,1975,Spring,F,Leader,S Africa,director of adventure travel company,7.0
LHOT00104,LHOT,1975,Spring,M,Leader,Georgia,engineer,11.0
LHOT00104,LHOT,1975,Spring,M,H-A Worker,Nepal,unknown,2.0
LHOT99101,LHOT,1980,Spring,F,Climber,Czech Republic,university sports teacher,9.0
LHOT99102,LHOT,1980,Spring,M,Climber,Japan,physician,12.0
LHOT99102,LHOT,1980,Spring,M,H-A Worker,Nepal,unknown,11.0
LHOT99301,LHOT,1980,Autumn,M,Climber,S Korea,window cleaner,8.0
LHOT99301,LHOT,1980,Autumn,M,Climber,S Korea,farmer,8.0
LHOT99301,LHOT,1980,Autumn,M,Climber,S Korea,mechanical engineer,7.0
LHOT99301,LHOT,1980,Autumn,F,Climber,S Korea,just graduated from university,11.0
LHOT99301,LHOT,1980,Autumn,M,Climber,S Korea,student,5.0
LHOT99301,LHOT,1980,Autumn,M,Climber,S Korea,computer engineer,9.0
LNKE99201,LNKE,1964,Summer,M,Climber,Japan,motorcyle rider,4.0
LNKE99201,LNKE,1964,Summer,M,H-A Worker,Nepal,unknown,-2.0
LNKE99201,LNKE,1964,Summer,M,H-A Worker,Nepal,unknown,4.0
LNPO09301,LNPO,1984,Autumn,M,Leader,UK,unknown,116.0
LNPO10101,LNPO,1984,Spring,M,Leader,UK,unknown,116.0
LNPS39201,LNPS,1907,Summer,M,H-A Worker,Nepal,unknown,-9.0
LNPS39201,LNPS,1909,Summer,M,Sirdar,Nepal,unknown,2.0
LNPS39201,LNPS,1909,Summer,M,H-A Worker,Nepal,unknown,-4.0
LNPS39201,LNPS,1910,Summer,M,Climber,Germany,unknown,-3.0
LNPS39201,LNPS,1910,Summer,M,H-A Worker,India,unknown,1.0
LNPS39201,LNPS,1910,Summer,M,H-A Worker,Nepal,unknown,-1.0
LNPS39201,LNPS,1920,Summer,M,Climber,Germany,unknown,11.0
LOBE94301,LOBE,1921,Autumn,M,Climber,France,alpine guide,-51.0
LOBE94301,LOBE,1921,Autumn,M,Climber,France,alpine guide,-50.0
LOBE94301,LOBE,1922,Autumn,M,Leader,France,alpine guide,-36.0
LOBE94301,LOBE,1922,Autumn,M,Climber,France,alpine guide,-48.0
LOBE94301,LOBE,1922,Autumn,M,Climber,France,alpine guide,-48.0
LOBE94301,LOBE,1922,Autumn,M,Climber,France,alpine guide,-45.0
LOBE89401,LOBE,1970,Winter,M,Climber,UK,alpine instructor,5.0
LOBE89401,LOBE,1970,Winter,M,Climber,UK,alpine instructor,7.0
LOBE97301,LOBE,1982,Autumn,M,Climber,Slovenia,carpenter,9.0
LSIS00301,LSIS,1970,Autumn,M,Climber,Japan,office worker in magazine publishing office,-3.0
LSIS00301,LSIS,1970,Autumn,M,Climber,Japan,office staff of water supply inspectorate,1.0
LSIS00301,LSIS,1970,Autumn,M,Climber,Japan,student of economics,-9.0
LSIS00301,LSIS,1970,Autumn,M,H-A Worker,Nepal,unknown,-7.0
MAK280301,MAK2,1961,Autumn,F,Climber,Switzerland,secretary,10.0
MAK280301,MAK2,1961,Autumn,F,BC Manager,Australia,herbalist prescribes herbs for medical treatment,11.0
MAK281102,MAK2,1961,Spring,M,Climber,Nepal,journalist,6.0
MAK284101,MAK2,1963,Spring,M,Climber,Spain,trained as biologist but does variety of odd jobs,11.0
MAK292303,MAK2,1970,Autumn,M,Original Leader,UK,alpine guide,9.0
MAK292303,MAK2,1970,Autumn,M,Climber,UK,unemployed blind,12.0
MAKA85402,MAKA,1954,Winter,M,Cameraman,Italy,tour operator,8.0
MAKA85402,MAKA,1954,Winter,M,Cameraman,France,cameraman alpine guide,5.0
MAKA85402,MAKA,1954,Winter,M,Cameraman,Italy,alpine guide cameraman,7.0
MAKA92101,MAKA,1954,Spring,M,H-A Worker,Nepal,unknown,-7.0
MAKA00102,MAKA,1956,Spring,M,Climber,Germany,clerk,-6.0
MAKA00102,MAKA,1956,Spring,M,Climber,Germany,engineer,6.0
MAKA98301,MAKA,1958,Autumn,M,H-A Worker,Nepal,unknown,-11.0
MAKA98304,MAKA,1958,Autumn,M,H-A Worker,Nepal,unknown,-3.0
MAKA92301,MAKA,1960,Autumn,M,H-A Worker,Nepal,unknown,-1.0
MAKA93102,MAKA,1964,Spring,M,Climber,USA,mountaineering equipment distributor,6.0
MAKA87301,MAKA,1965,Autumn,M,Climber,France,alpine guide,6.0
MAKA87301,MAKA,1965,Autumn,F,Climber,France,owner/manager of adventure travel agency,8.0
MAKA00401,MAKA,1970,Winter,M,Climber,Georgia,archeologist,10.0
MAKA00401,MAKA,1970,Winter,M,Climber,Poland,owner of import company,11.0
MAKA00401,MAKA,1970,Winter,M,Climber,Poland,employee of company providing security guards and himself a guard,5.0
MAKA91101,MAKA,1970,Spring,M,H-A Worker,Nepal,unknown,11.0
MAKA91101,MAKA,1970,Spring,M,H-A Worker,Nepal,unknown,4.0
MAKA00101,MAKA,1974,Spring,M,H-A Worker,Nepal,unknown,-4.0
MAKA00101,MAKA,1975,Spring,M,Climber,S Korea,tour guide,8.0
MAKA00101,MAKA,1975,Spring,M,Deputy Leader,S Korea,tour guide,7.0
MAKA00101,MAKA,1975,Spring,M,Climber,S Korea,farmer,2.0
MAKA00101,MAKA,1975,Spring,M,Leader,S Korea,tour guide,12.0
MAKA00101,MAKA,1975,Spring,M,Climber,S Korea,student,1.0
MAKA00102,MAKA,1975,Spring,F,Exp Doctor,Germany,physician,7.0
MAKA00102,MAKA,1975,Spring,M,Climber,Germany,engineer,9.0
MAKA00102,MAKA,1975,Spring,M,Climber,Germany,engineer,10.0
MAKA00102,MAKA,1975,Spring,M,Climber,Germany,physiotherapist,9.0
MAKA00103,MAKA,1975,Spring,M,Climber,Italy,designer,7.0
MAKA00104,MAKA,1975,Spring,M,Climber,USA,student,-2.0
MAKA00104,MAKA,1975,Spring,M,Climber,Austria,alpine guide,-4.0
MAKA99101,MAKA,1980,Spring,M,Climber,USA,alpine guide,10.0
MAKA99101,MAKA,1980,Spring,M,Climber,USA,skier,9.0
MAKA99101,MAKA,1980,Spring,M,Leader,Australia,health consultant,12.0
MAKA99104,MAKA,1980,Spring,M,Climber,Sweden,police officer,12.0
MAKA99104,MAKA,1980,Spring,M,Climber,Switzerland,computer consultant,12.0
MAKA99301,MAKA,1980,Autumn,M,Climber,S Korea,student,4.0
MAKA99301,MAKA,1980,Autumn,M,Climber,S Korea,travel agency employee,11.0
MAKA99301,MAKA,1980,Autumn,M,Deputy Leader,S Korea,travel agency employee,12.0
MAKA99301,MAKA,1980,Autumn,M,Climber,S Korea,travel agency employee,7.0
MAKA99301,MAKA,1980,Autumn,M,Climber,S Korea,television producer and cameraman,12.0
MAKA98303,MAKA,1982,Autumn,M,Climber,Poland,student,3.0
MAKA98302,MAKA,1983,Autumn,M,Climber,S Korea,engineering student,8.0
MAKA98302,MAKA,1983,Autumn,M,Climber,S Korea,computer science student,9.0
MAKA98304,MAKA,1983,Autumn,M,Climber,Japan,law student,7.0
MALA00101,MALA,1974,Spring,F,Climber,USA,alpine guide,6.0
MANA96302,MANA,1958,Autumn,M,H-A Worker,Nepal,unknown,-1.0
MANA96305,MANA,1958,Autumn,M,H-A Worker,Nepal,unknown,-3.0
MANA96307,MANA,1958,Autumn,M,H-A Worker,Nepal,unknown,-2.0
MANA98301,MANA,1958,Autumn,M,H-A Worker,Nepal,unknown,-15.0
MANA98301,MANA,1958,Autumn,M,H-A Worker,Nepal,unknown,-16.0
MANA98301,MANA,1958,Autumn,M,H-A Worker,Nepal,unknown,-8.0
MANA98301,MANA,1958,Autumn,M,H-A Worker,Nepal,unknown,-12.0
MANA97304,MANA,1959,Autumn,M,H-A Worker,Nepal,unknown,-3.0
MANA97401,MANA,1959,Winter,M,H-A Worker,Nepal,unknown,-4.0
MANA98303,MANA,1959,Autumn,M,H-A Worker,Nepal,unknown,-6.0
MANA92302,MANA,1961,Autumn,M,H-A Worker,Nepal,havildar mtn rgt indian army,7.0
MANA92303,MANA,1964,Autumn,M,Climber,Belgium,manager,8.0
MANA00104,MANA,1969,Spring,M,H-A Worker,Nepal,unknown,-9.0
MANA97402,MANA,1969,Winter,M,BC Manager,Spain,physical education teacher high school,7.0
MANA99303,MANA,1969,Autumn,M,Deputy Leader,Belgium,alpine guide,-4.0
MANA00301,MANA,1970,Autumn,M,Leader,Spain,industrial engineering student,-3.0
MANA00301,MANA,1970,Autumn,M,Climber,Spain,cartographer,-2.0
MANA00301,MANA,1970,Autumn,M,Climber,Spain,student,-2.0
MANA00301,MANA,1970,Autumn,M,Climber,Spain,student,-5.0
MANA00301,MANA,1970,Autumn,M,Climber,Spain,student,-4.0
MANA00301,MANA,1970,Autumn,M,Climber,Spain,student,-5.0
MANA89101,MANA,1974,Spring,M,Climber,Italy,sport shop salesman,10.0
MANA00101,MANA,1975,Spring,M,Co-Leader,Spain,mechanic,7.0
MANA00101,MANA,1975,Spring,M,Co-Leader,Spain,alpinist,8.0
MANA00102,MANA,1975,Spring,M,Leader,France,alpine guide,10.0
MANA00103,MANA,1975,Spring,M,Leader,S Korea,alpine guide,9.0
MANA00103,MANA,1975,Spring,M,Climber,S Korea,businessman,11.0
MANA00103,MANA,1975,Spring,M,Climber,S Korea,alpinist,3.0
MANA00103,MANA,1975,Spring,M,Climber,S Korea,alpinist,9.0
MANA00103,MANA,1975,Spring,M,Climber,S Korea,businessman,8.0
MANA00104,MANA,1975,Spring,M,Climber,Italy,tax advisor,11.0
MANA00104,MANA,1975,Spring,M,Climber,Italy,tax advisor,3.0
MANA00104,MANA,1975,Spring,M,Climber,Italy,salesman of household appliances,11.0
MANA99102,MANA,1980,Spring,M,Leader,Spain,engineer,10.0
MANA99103,MANA,1980,Spring,M,Climber,Finland,alpinist,12.0
MANA99104,MANA,1980,Spring,M,Climber,Germany,engineering student,10.0
MANA99104,MANA,1980,Spring,M,Climber,Germany,craftsman,12.0
MANA99104,MANA,1980,Spring,M,Climber,Germany,civil engineer,7.0
MANA99301,MANA,1980,Autumn,M,Climber,Spain,cameraman,4.0
MANA99301,MANA,1980,Autumn,M,Climber,Spain,cameraman,10.0
MANA99302,MANA,1980,Autumn,M,Climber,S Korea,car salesman,10.0
MANA99303,MANA,1980,Autumn,M,Climber,France,worker on tall buildings,2.0
MANA99303,MANA,1980,Autumn,F,Climber,France,alpine guide,12.0
MANA99304,MANA,1980,Autumn,M,Climber,Spain,electronics engineer,12.0
MANA99304,MANA,1980,Autumn,M,Leader,Spain,alpine guide,12.0
MANA99402,MANA,1980,Winter,M,Climber,Japan,has no job lives with his parents,7.0
MANA99402,MANA,1980,Winter,M,Climber,Japan,telecommunications engineer,11.0
MANA99402,MANA,1980,Winter,M,Climber,Japan,has no job lives with his parents,12.0
MANA99402,MANA,1980,Winter,M,Climber,Japan,engineer,3.0
MANA98401,MANA,1982,Winter,M,Climber,S Korea,civil engineering student,7.0
MANA98401,MANA,1982,Winter,M,H-A Worker,Nepal,unknown,10.0
MANA50201,MANA,1984,Summer,M,Leader,UK,unknown,86.0
MANA56101,MANA,1984,Spring,M,Leader,Japan,unknown,90.0
MANA97303,MANA,1986,Autumn,M,Climber,Japan,college student,10.0
MANA97303,MANA,1986,Autumn,M,Climber,Japan,student,11.0
MANA97303,MANA,1986,Autumn,M,Climber,Japan,electrical engineer,12.0
MANA97303,MANA,1986,Autumn,M,H-A Worker,Nepal,unknown,8.0
MANA97304,MANA,1986,Autumn,M,Climber,Japan,architecture student,10.0
MANA84302,MANA,1987,Autumn,F,Member,Italy,unknown,10.0
MANA96302,MANA,1987,Autumn,M,Climber,Japan,alpine guide,10.0
MANN99301,MANN,1980,Autumn,M,H-A Worker,Nepal,unknown,8.0
MPNE77101,MPNE,1922,Spring,M,Leader,Italy,alpinist writer,-22.0
MPNE77101,MPNE,1922,Spring,M,Film Crew,UK,photographer,-24.0
MPNE77101,MPNE,1922,Spring,M,Film Crew,UK,decorator camera assistant,-14.0
MPNE77101,MPNE,1922,Spring,M,Climber,W Germany,alpine guide instructor,-29.0
NALS00201,NALS,1974,Summer,M,H-A Worker,Nepal,unknown,8.0
NEPA85301,NEPA,1961,Autumn,M,Co-Leader,Nepal,army major,6.0
NEPA85301,NEPA,1961,Autumn,M,Exp Doctor,UK,physician in army,12.0
NEPA85301,NEPA,1961,Autumn,M,Climber,UK,colour sergeant in royal army,12.0
NEPA85301,NEPA,1961,Autumn,M,Climber,UK,army captain british army,3.0
NEPA85301,NEPA,1961,Autumn,M,Climber,UK,warrant officer royal artillery,8.0
NEPA85301,NEPA,1961,Autumn,M,Climber,UK,flight lieutenant in royal air force,9.0
NEPA85301,NEPA,1961,Autumn,F,Climber,UK,captain queen alexandra s army nursing corps,8.0
NEPA85301,NEPA,1961,Autumn,M,Climber,UK,trooper special air service,0.0
NEPA85301,NEPA,1961,Autumn,F,Exp Doctor,UK,captain military hospital hong kong physician,2.0
NEPA85301,NEPA,1961,Autumn,M,Climber,UK,london metropolitan police force,-5.0
NEPA85301,NEPA,1961,Autumn,M,Climber,UK,lieutenant duke of edinburgh s royal regiment,-2.0
NEPA85301,NEPA,1961,Autumn,M,Climber,Nepal,army captain,5.0
NEPA85301,NEPA,1961,Autumn,M,Climber,UK,father is with british embassy,-6.0
NEPA85301,NEPA,1961,Autumn,M,Climber,Nepal,rifleman brigade of gurkhas,-4.0
NEPA85301,NEPA,1961,Autumn,M,Climber,Nepal,signalman gurkhas,-1.0
NEPA85301,NEPA,1961,Autumn,M,Climber,UK,lieutenant royal signals,1.0
NEPA85301,NEPA,1961,Autumn,M,Climber,UK,army captain parachute regiment,5.0
NEPA85301,NEPA,1961,Autumn,M,Climber,Nepal,rifleman gurkhas,-1.0
